account_id,tenant_id,industry,visits,spend,account_age_days,usage_frequency,support_tickets,renewal_days,last_activity_at,converted,opportunity_value,closed_at
acct_03707,tenant_007,saas,11,21028.71,602,55.8,0,197,2025-12-24,0,0.0,
acct_03708,tenant_008,saas,13,15485.15,190,76.6,1,339,2025-12-31,1,34926.15,2026-01-11
acct_03709,tenant_009,finance,4,4610.9,271,12.5,3,156,2025-12-11,0,0.0,
acct_03710,tenant_010,healthcare,9,10936.01,448,43.8,3,207,2025-12-15,0,0.0,
acct_03711,tenant_011,retail,6,3726.47,144,36.0,0,134,2025-12-31,0,0.0,
acct_03712,tenant_012,healthcare,6,4693.69,1271,16.1,4,268,2026-01-03,0,0.0,
acct_03713,tenant_013,finance,8,3195.69,202,50.0,0,80,2025-12-27,1,5048.49,2026-03-17
acct_03714,tenant_014,saas,27,26465.96,722,80.5,0,344,2025-12-21,1,18868.6,2026-01-06
acct_03715,tenant_015,manufacturing,7,9830.43,536,31.6,6,86,2025-12-08,0,0.0,
acct_03716,tenant_016,saas,10,6151.88,103,48.2,0,130,2025-12-22,0,0.0,
acct_03717,tenant_017,retail,7,2131.32,150,22.2,2,185,2025-12-17,0,0.0,
acct_03718,tenant_018,finance,6,9048.47,936,50.9,0,189,2026-01-01,0,0.0,
acct_03719,tenant_019,saas,27,35178.96,366,95.5,3,336,2025-12-12,1,61772.6,2026-02-11
acct_03720,tenant_020,saas,3,10500.81,290,44.8,0,141,2026-01-05,0,0.0,
acct_03721,tenant_021,finance,8,7781.96,246,46.7,2,45,2026-01-01,1,6658.61,2026-03-14
acct_03722,tenant_022,saas,6,4331.56,103,59.1,2,103,2025-12-21,1,2870.34,2026-01-28
acct_03723,tenant_023,finance,7,4453.47,241,61.1,4,329,2025-12-21,0,0.0,
acct_03724,tenant_024,retail,15,14546.25,153,100.0,0,222,2025-12-22,1,44489.83,2026-02-23
acct_03725,tenant_025,saas,6,3834.75,306,39.7,0,149,2025-12-19,0,0.0,
acct_03726,tenant_026,manufacturing,3,12445.3,871,49.8,1,121,2025-12-21,0,0.0,
acct_03727,tenant_027,saas,3,12477.16,971,43.1,1,53,2026-01-01,1,4247.08,2026-04-03
acct_03728,tenant_028,manufacturing,10,18219.48,379,70.7,2,139,2025-12-23,1,41517.91,2026-02-26
acct_03729,tenant_029,finance,8,21243.9,264,73.5,0,288,2025-12-25,1,22180.39,2026-01-15
acct_03730,tenant_030,saas,11,24930.3,417,57.7,2,47,2025-12-25,1,26850.33,2026-02-17
acct_03731,tenant_031,manufacturing,17,3598.72,90,71.5,0,169,2025-12-15,1,1085.01,2026-01-12
acct_03732,tenant_032,finance,4,6400.71,186,28.9,3,73,2025-12-27,0,0.0,
acct_03733,tenant_033,saas,5,13402.11,525,31.5,2,22,2025-12-24,0,0.0,
acct_03734,tenant_034,retail,7,14757.06,795,44.1,1,102,2025-12-27,0,0.0,
acct_03735,tenant_035,manufacturing,10,42862.16,621,77.2,0,42,2025-12-11,1,60891.52,2026-01-18
acct_03736,tenant_036,manufacturing,2,11934.68,225,51.2,1,363,2025-12-15,0,0.0,
acct_03737,tenant_000,saas,3,13999.97,282,58.7,1,346,2025-12-23,0,0.0,
acct_03738,tenant_001,saas,10,13313.25,121,79.2,1,33,2025-12-26,1,9180.73,2026-03-01
acct_03739,tenant_002,saas,5,7071.49,316,25.0,1,113,2025-12-16,0,0.0,
acct_03740,tenant_003,healthcare,9,9954.88,738,55.8,1,362,2025-12-14,1,22495.21,2026-03-01
acct_03741,tenant_004,manufacturing,7,7021.88,369,44.7,2,317,2025-12-29,0,0.0,
acct_03742,tenant_005,retail,15,3728.25,99,71.7,0,292,2026-01-04,0,0.0,
acct_03743,tenant_006,manufacturing,4,9342.21,366,49.7,0,25,2025-12-16,0,0.0,
acct_03744,tenant_007,manufacturing,2,1264.74,323,2.3,4,247,2025-12-15,0,0.0,
acct_03745,tenant_008,manufacturing,17,18325.45,509,58.3,1,129,2026-01-02,0,0.0,
acct_03746,tenant_009,finance,7,5763.76,463,38.1,3,342,2025-12-20,0,0.0,
acct_03747,tenant_010,finance,8,13877.58,596,51.0,2,63,2026-01-02,0,0.0,
acct_03748,tenant_011,saas,3,5592.61,332,37.7,5,342,2026-01-04,0,0.0,
acct_03749,tenant_012,healthcare,3,21329.04,660,30.4,0,230,2025-12-28,0,0.0,
acct_03750,tenant_013,retail,3,1272.94,322,21.7,3,135,2025-12-17,0,0.0,
acct_03751,tenant_014,finance,12,11522.63,430,64.5,0,227,2025-12-24,0,0.0,
acct_03752,tenant_015,healthcare,5,14237.94,977,50.5,1,349,2025-12-18,1,24395.34,2026-03-23
acct_03753,tenant_016,finance,6,7113.75,162,21.1,0,4,2025-12-23,0,0.0,
acct_03754,tenant_017,healthcare,3,1757.39,377,5.7,3,230,2026-01-05,0,0.0,
acct_03755,tenant_018,manufacturing,18,42475.58,472,82.3,2,257,2025-12-24,0,0.0,
acct_03756,tenant_019,healthcare,12,10468.82,550,63.6,0,110,2026-01-05,0,0.0,
acct_03757,tenant_020,finance,11,12916.43,219,76.1,0,363,2025-12-18,1,12272.78,2026-01-16
acct_03758,tenant_021,retail,8,33058.34,342,71.2,0,329,2025-12-18,0,0.0,
acct_03759,tenant_022,healthcare,6,8366.79,161,36.2,0,208,2026-01-05,0,0.0,
acct_03760,tenant_023,manufacturing,5,5066.91,536,31.7,3,351,2025-12-31,0,0.0,
acct_03761,tenant_024,finance,8,4780.92,134,37.2,2,282,2026-01-05,0,0.0,
acct_03762,tenant_025,healthcare,10,28092.3,692,70.2,3,317,2025-12-26,1,47564.33,2026-03-03
acct_03763,tenant_026,retail,11,2875.69,305,45.4,3,32,2025-12-15,0,0.0,
acct_03764,tenant_027,finance,7,3350.75,167,61.1,0,364,2025-12-22,0,0.0,
acct_03765,tenant_028,saas,1,5059.0,302,38.7,2,131,2025-12-19,1,2933.64,2026-03-04
acct_03766,tenant_029,finance,9,27132.09,2000,51.6,0,44,2025-12-22,0,0.0,
acct_03767,tenant_030,saas,7,1614.78,325,36.8,1,176,2025-12-10,0,0.0,
acct_03768,tenant_031,healthcare,2,3681.89,109,16.3,2,254,2025-12-30,0,0.0,
acct_03769,tenant_032,saas,5,3289.64,260,14.0,2,137,2025-12-13,0,0.0,
acct_03770,tenant_033,saas,4,2565.17,208,27.7,0,61,2025-12-24,0,0.0,
acct_03771,tenant_034,finance,6,16910.41,323,52.8,1,263,2026-01-03,0,0.0,
acct_03772,tenant_035,saas,4,7559.95,175,29.6,1,261,2025-12-14,0,0.0,
acct_03773,tenant_036,retail,8,12983.83,790,50.9,4,109,2025-12-09,0,0.0,
acct_03774,tenant_000,saas,10,11990.22,177,54.6,0,233,2025-12-16,1,14463.03,2026-01-30
acct_03775,tenant_001,saas,4,4046.62,91,45.0,0,310,2025-12-16,0,0.0,
acct_03776,tenant_002,manufacturing,5,2016.24,300,37.3,1,303,2026-01-03,0,0.0,
acct_03777,tenant_003,finance,11,19496.74,416,43.1,2,203,2025-12-19,0,0.0,
acct_03778,tenant_004,finance,4,7309.87,301,32.6,4,39,2026-01-05,0,0.0,
acct_03779,tenant_005,healthcare,23,12449.87,136,98.1,0,24,2025-12-28,1,11454.06,2026-03-07
acct_03780,tenant_006,retail,8,17138.88,708,34.4,3,150,2025-12-12,0,0.0,
acct_03781,tenant_007,finance,7,1929.55,142,31.0,2,181,2025-12-28,0,0.0,
acct_03782,tenant_008,saas,14,51430.14,652,96.6,1,309,2025-12-24,1,52381.16,2026-03-11
acct_03783,tenant_009,saas,10,35360.0,175,84.7,1,88,2025-12-22,1,69269.55,2026-02-06
acct_03784,tenant_010,manufacturing,14,17814.99,100,100.0,0,230,2025-12-24,1,17805.4,2026-02-18
acct_03785,tenant_011,manufacturing,13,18294.99,281,61.2,3,218,2026-01-01,0,0.0,
acct_03786,tenant_012,manufacturing,8,12286.45,648,53.3,0,97,2025-12-17,0,0.0,
acct_03787,tenant_013,finance,15,33894.43,321,87.6,1,71,2025-12-17,0,0.0,
acct_03788,tenant_014,saas,4,6141.49,280,35.3,2,52,2025-12-19,0,0.0,
acct_03789,tenant_015,retail,6,1382.95,180,40.0,0,152,2025-12-23,0,0.0,
acct_03790,tenant_016,saas,8,4971.42,403,73.4,3,11,2025-12-24,0,0.0,
acct_03791,tenant_017,saas,6,9486.46,579,64.5,2,38,2025-12-31,0,0.0,
acct_03792,tenant_018,saas,3,9188.19,556,55.6,0,20,2026-01-02,1,25579.04,2026-01-30
acct_03793,tenant_019,healthcare,9,10219.56,782,26.0,1,237,2025-12-24,0,0.0,
acct_03794,tenant_020,retail,10,1846.34,201,73.0,0,127,2025-12-23,1,2036.44,2026-03-30
acct_03795,tenant_021,saas,4,7005.09,303,40.3,3,101,2025-12-25,0,0.0,
acct_03796,tenant_022,saas,10,7163.4,152,52.4,1,9,2025-12-11,0,0.0,
acct_03797,tenant_023,saas,17,38076.77,264,88.2,0,128,2025-12-26,1,57235.28,2026-02-18
acct_03798,tenant_024,healthcare,7,27507.02,263,51.8,0,75,2025-12-17,1,27945.77,2026-03-03
acct_03799,tenant_025,saas,7,5200.9,92,38.8,0,356,2025-12-31,1,4737.17,2026-03-30
acct_03800,tenant_026,manufacturing,9,8454.17,97,70.2,0,47,2025-12-31,0,0.0,
acct_03801,tenant_027,saas,9,8398.25,631,41.9,1,202,2025-12-15,0,0.0,
acct_03802,tenant_028,healthcare,2,1741.37,453,0.0,4,246,2025-12-10,0,0.0,
acct_03803,tenant_029,manufacturing,5,6238.31,904,18.1,1,195,2025-12-07,0,0.0,
acct_03804,tenant_030,finance,15,12834.74,389,71.5,0,46,2025-12-12,1,11778.4,2026-03-11
acct_03805,tenant_031,healthcare,4,3355.1,628,20.2,2,137,2025-12-31,0,0.0,
acct_03806,tenant_032,saas,3,43999.12,1195,75.2,1,147,2025-12-16,1,65106.23,2026-01-25
acct_03807,tenant_033,manufacturing,13,11093.62,171,76.7,0,259,2026-01-01,1,17005.15,2026-01-13
acct_03808,tenant_034,saas,5,5540.49,305,57.3,2,80,2025-12-29,0,0.0,
acct_03809,tenant_035,manufacturing,5,3906.44,381,31.5,2,73,2025-12-28,0,0.0,
acct_03810,tenant_036,saas,10,11764.77,241,50.9,2,177,2025-12-26,0,0.0,
acct_03811,tenant_000,healthcare,5,4055.85,471,36.2,0,129,2026-01-04,0,0.0,
acct_03812,tenant_001,retail,9,9748.45,316,68.3,3,22,2025-12-31,0,0.0,
acct_03813,tenant_002,saas,6,34919.82,374,59.8,1,210,2025-12-09,0,0.0,
acct_03814,tenant_003,finance,19,46038.65,322,99.1,1,128,2025-12-17,1,98988.65,2026-03-12
acct_03815,tenant_004,saas,8,4100.44,179,39.1,2,259,2025-12-15,0,0.0,
acct_03816,tenant_005,saas,11,6580.81,231,44.6,2,15,2025-12-19,0,0.0,
acct_03817,tenant_006,retail,9,2754.5,796,61.5,2,32,2025-12-14,0,0.0,
acct_03818,tenant_007,saas,18,9415.8,118,51.0,1,238,2025-12-29,0,0.0,
acct_03819,tenant_008,saas,16,15072.32,348,64.8,0,19,2025-12-07,1,21220.07,2026-03-10
acct_03820,tenant_009,retail,10,7392.52,149,57.6,1,94,2025-12-20,0,0.0,
acct_03821,tenant_010,retail,8,7816.49,1743,50.0,1,121,2025-12-21,0,0.0,
acct_03822,tenant_011,finance,9,5757.53,471,44.5,3,4,2025-12-11,0,0.0,
acct_03823,tenant_012,finance,13,34245.87,420,74.0,2,362,2025-12-23,0,0.0,
acct_03824,tenant_013,manufacturing,7,4975.21,74,66.9,1,96,2025-12-13,0,0.0,
acct_03825,tenant_014,saas,11,5811.27,1244,37.6,2,17,2025-12-18,0,0.0,
acct_03826,tenant_015,finance,3,21516.9,311,42.0,1,113,2026-01-05,0,0.0,
acct_03827,tenant_016,finance,16,6040.79,260,82.7,0,208,2025-12-13,1,3392.08,2026-03-27
acct_03828,tenant_017,retail,6,1545.15,217,33.6,1,42,2025-12-17,0,0.0,
acct_03829,tenant_018,healthcare,9,1925.28,112,50.2,1,257,2026-01-01,0,0.0,
acct_03830,tenant_019,healthcare,9,20432.47,412,72.6,1,226,2025-12-09,1,25999.35,2026-03-24
acct_03831,tenant_020,healthcare,4,8631.23,100,57.2,3,208,2026-01-02,0,0.0,
acct_03832,tenant_021,retail,4,6162.59,158,55.5,0,31,2025-12-08,1,4190.88,2026-03-14
acct_03833,tenant_022,manufacturing,8,17473.48,712,54.7,3,158,2025-12-30,1,17287.34,2026-02-27
acct_03834,tenant_023,saas,7,11864.81,316,43.4,0,42,2025-12-10,1,13676.28,2026-02-08
acct_03835,tenant_024,manufacturing,3,7590.12,383,35.3,0,81,2025-12-16,0,0.0,
acct_03836,tenant_025,saas,3,2130.9,471,24.1,1,315,2026-01-05,0,0.0,
acct_03837,tenant_026,saas,23,26621.65,190,93.8,0,330,2025-12-19,1,47969.47,2026-03-22
acct_03838,tenant_027,finance,1,3616.78,853,8.5,7,59,2025-12-24,0,0.0,
acct_03839,tenant_028,finance,3,6370.2,332,39.1,4,112,2025-12-26,0,0.0,
acct_03840,tenant_029,saas,29,53110.16,1509,96.9,0,133,2025-12-26,1,43920.98,2026-02-28
acct_03841,tenant_030,finance,2,2958.81,130,0.0,0,352,2025-12-09,0,0.0,
acct_03842,tenant_031,healthcare,23,37265.22,171,91.9,0,295,2025-12-10,1,23025.69,2026-01-15
acct_03843,tenant_032,manufacturing,7,3972.54,203,59.9,2,34,2025-12-24,0,0.0,
acct_03844,tenant_033,healthcare,18,11359.31,261,78.4,1,202,2026-01-05,0,0.0,
acct_03845,tenant_034,healthcare,4,1610.05,223,16.1,2,33,2026-01-05,0,0.0,
acct_03846,tenant_035,healthcare,4,8072.98,181,33.8,2,330,2026-01-02,0,0.0,
acct_03847,tenant_036,retail,9,7206.67,505,52.1,2,286,2025-12-09,0,0.0,
acct_03848,tenant_000,retail,14,5444.83,447,39.8,2,311,2025-12-27,1,10745.9,2026-01-24
acct_03849,tenant_001,saas,0,5085.16,303,53.6,0,183,2026-01-01,1,5264.02,2026-02-19
acct_03850,tenant_002,healthcare,3,1481.84,284,28.4,3,292,2025-12-21,0,0.0,
acct_03851,tenant_003,saas,5,2742.53,85,5.5,4,190,2025-12-18,0,0.0,
acct_03852,tenant_004,healthcare,23,11640.38,47,100.0,1,186,2025-12-20,0,0.0,
acct_03853,tenant_005,saas,12,7169.14,171,50.2,0,137,2026-01-03,1,9769.57,2026-01-07
acct_03854,tenant_006,finance,8,11567.01,124,48.5,0,99,2025-12-09,1,15240.51,2026-02-08
acct_03855,tenant_007,manufacturing,6,2531.98,640,29.2,4,55,2025-12-14,0,0.0,
acct_03856,tenant_008,healthcare,10,3334.83,121,72.7,2,154,2025-12-25,0,0.0,
acct_03857,tenant_009,saas,10,6166.8,114,54.0,3,231,2025-12-09,0,0.0,
acct_03858,tenant_010,saas,7,3968.08,389,30.7,2,170,2025-12-11,0,0.0,
acct_03859,tenant_011,healthcare,14,39501.76,528,78.6,0,290,2025-12-14,1,38454.44,2026-01-18
acct_03860,tenant_012,healthcare,8,16822.96,1386,36.1,0,273,2025-12-26,0,0.0,
acct_03861,tenant_013,finance,20,27099.58,513,83.0,1,155,2025-12-29,1,35206.55,2026-01-10
acct_03862,tenant_014,finance,4,33570.76,295,64.0,1,240,2026-01-02,0,0.0,
acct_03863,tenant_015,retail,8,6031.39,226,53.6,2,329,2025-12-09,0,0.0,
acct_03864,tenant_016,finance,6,10385.06,82,59.3,0,12,2026-01-03,1,16832.0,2026-03-02
acct_03865,tenant_017,finance,19,15480.81,195,87.8,0,328,2025-12-31,1,16049.25,2026-03-29
acct_03866,tenant_018,retail,9,6666.93,274,58.3,0,348,2025-12-31,0,0.0,
acct_03867,tenant_019,saas,9,5985.25,257,26.6,0,45,2025-12-25,0,0.0,
acct_03868,tenant_020,saas,11,27395.38,608,86.5,1,210,2025-12-11,1,19121.86,2026-01-22
acct_03869,tenant_021,manufacturing,15,11908.67,335,80.7,0,5,2025-12-31,1,12882.3,2026-02-19
acct_03870,tenant_022,saas,7,9741.14,416,53.7,2,190,2025-12-28,0,0.0,
acct_03871,tenant_023,manufacturing,10,1716.86,92,37.5,0,200,2026-01-03,0,0.0,
acct_03872,tenant_024,finance,7,8671.55,197,58.5,1,348,2025-12-27,1,11240.34,2026-01-28
acct_03873,tenant_025,healthcare,7,3698.41,81,60.5,0,63,2025-12-10,0,0.0,
acct_03874,tenant_026,saas,19,7274.51,96,84.2,0,7,2026-01-05,1,8453.49,2026-02-18
acct_03875,tenant_027,manufacturing,2,4035.51,228,19.8,5,101,2025-12-10,0,0.0,
acct_03876,tenant_028,healthcare,11,13561.85,749,31.5,1,116,2025-12-23,1,35977.9,2026-03-25
acct_03877,tenant_029,finance,4,3104.32,72,26.7,2,71,2025-12-08,0,0.0,
acct_03878,tenant_030,manufacturing,8,1423.31,164,29.9,0,56,2025-12-30,0,0.0,
acct_03879,tenant_031,manufacturing,10,20965.22,508,66.6,0,34,2025-12-14,1,23348.15,2026-01-20
acct_03880,tenant_032,healthcare,3,3007.52,56,39.3,3,329,2026-01-01,0,0.0,
acct_03881,tenant_033,manufacturing,14,6363.36,481,52.3,1,64,2025-12-11,0,0.0,
acct_03882,tenant_034,saas,4,1816.54,168,18.0,5,229,2025-12-08,0,0.0,
acct_03883,tenant_035,retail,13,3963.77,376,54.6,0,206,2026-01-04,0,0.0,
acct_03884,tenant_036,manufacturing,10,1950.64,126,41.9,1,219,2025-12-19,0,0.0,
acct_03885,tenant_000,retail,17,18083.2,430,80.4,1,359,2026-01-02,0,0.0,
acct_03886,tenant_001,saas,25,16628.7,126,100.0,0,252,2025-12-31,1,19910.62,2026-02-12
acct_03887,tenant_002,manufacturing,1,7818.94,991,0.0,4,58,2025-12-19,0,0.0,
acct_03888,tenant_003,retail,8,1846.01,145,24.8,0,145,2025-12-11,0,0.0,
acct_03889,tenant_004,saas,3,2988.69,57,34.7,2,302,2025-12-29,0,0.0,
acct_03890,tenant_005,healthcare,8,4374.08,282,55.8,1,54,2025-12-21,1,4598.98,2026-02-08
acct_03891,tenant_006,saas,6,5366.75,636,66.5,1,325,2025-12-22,1,7093.54,2026-02-20
acct_03892,tenant_007,healthcare,10,7986.59,180,55.7,0,352,2025-12-22,0,0.0,
acct_03893,tenant_008,finance,3,5746.54,122,35.0,2,86,2025-12-14,0,0.0,
acct_03894,tenant_009,saas,6,1336.58,188,9.1,3,273,2025-12-24,0,0.0,
acct_03895,tenant_010,saas,24,30349.7,998,74.5,1,185,2025-12-18,1,29750.91,2026-03-09
acct_03896,tenant_011,healthcare,4,2976.1,200,37.3,2,349,2025-12-14,0,0.0,
acct_03897,tenant_012,manufacturing,3,1862.98,351,0.1,6,64,2025-12-17,0,0.0,
acct_03898,tenant_013,healthcare,8,11007.19,214,69.6,0,309,2025-12-26,0,0.0,
acct_03899,tenant_014,retail,1,1540.39,108,8.8,2,250,2025-12-20,0,0.0,
acct_03900,tenant_015,manufacturing,6,2241.89,176,30.7,2,193,2025-12-27,0,0.0,
acct_03901,tenant_016,healthcare,18,18652.43,208,64.7,0,205,2025-12-19,1,47143.48,2026-03-04
acct_03902,tenant_017,healthcare,14,5746.95,252,73.3,0,300,2025-12-19,0,0.0,
acct_03903,tenant_018,healthcare,14,29274.87,554,95.0,0,38,2025-12-17,1,18830.27,2026-04-02
acct_03904,tenant_019,manufacturing,11,2933.88,236,37.8,5,203,2025-12-22,0,0.0,
acct_03905,tenant_020,healthcare,2,2198.43,501,24.1,3,140,2025-12-10,0,0.0,
acct_03906,tenant_021,saas,5,10441.65,197,23.2,0,256,2025-12-21,0,0.0,
acct_03907,tenant_022,finance,11,15584.51,404,53.0,0,119,2025-12-22,1,21379.34,2026-03-10
acct_03908,tenant_023,saas,7,14934.57,1020,42.4,1,173,2025-12-30,0,0.0,
acct_03909,tenant_024,healthcare,4,6991.08,500,29.8,2,334,2025-12-08,0,0.0,
acct_03910,tenant_025,finance,9,6030.11,143,58.9,3,34,2025-12-13,0,0.0,
acct_03911,tenant_026,saas,0,2882.38,143,8.2,3,141,2025-12-19,0,0.0,
acct_03912,tenant_027,finance,7,5989.58,274,48.4,2,217,2026-01-02,0,0.0,
acct_03913,tenant_028,retail,12,6166.88,178,49.5,4,21,2025-12-21,0,0.0,
acct_03914,tenant_029,saas,6,13535.95,1334,30.5,0,291,2025-12-20,0,0.0,
acct_03915,tenant_030,healthcare,16,10966.45,272,85.6,0,231,2025-12-21,0,0.0,
acct_03916,tenant_031,saas,11,3753.06,80,39.6,0,92,2026-01-05,1,3010.95,2026-03-17
acct_03917,tenant_032,retail,12,8825.77,406,55.8,1,342,2025-12-15,0,0.0,
acct_03918,tenant_033,saas,8,7623.6,233,52.5,0,218,2025-12-16,1,5837.42,2026-03-15
acct_03919,tenant_034,manufacturing,4,3926.85,139,44.9,2,327,2025-12-24,0,0.0,
acct_03920,tenant_035,retail,12,2870.27,211,74.6,2,296,2025-12-25,0,0.0,
acct_03921,tenant_036,healthcare,19,18419.54,775,72.2,1,330,2025-12-28,1,32191.29,2026-02-07
acct_03922,tenant_000,retail,8,8646.29,424,59.5,2,125,2026-01-05,1,13485.78,2026-02-13
acct_03923,tenant_001,manufacturing,1,577.15,231,0.0,2,242,2026-01-01,0,0.0,
acct_03924,tenant_002,healthcare,4,3234.98,280,25.8,4,218,2025-12-19,0,0.0,
acct_03925,tenant_003,saas,3,14591.9,553,9.7,2,340,2025-12-30,0,0.0,
acct_03926,tenant_004,healthcare,2,2339.41,311,32.1,2,55,2025-12-31,0,0.0,
acct_03927,tenant_005,healthcare,14,8878.09,197,79.6,1,149,2025-12-12,1,7653.53,2026-02-02
acct_03928,tenant_006,saas,10,3838.23,296,60.2,3,336,2025-12-19,0,0.0,
acct_03929,tenant_007,saas,7,10330.08,352,76.3,1,4,2025-12-13,1,5234.3,2026-01-28
acct_03930,tenant_008,saas,7,10947.53,695,58.5,2,4,2025-12-25,1,11257.58,2026-03-25
acct_03931,tenant_009,healthcare,11,11031.51,812,65.1,2,164,2025-12-25,1,21570.23,2026-01-22
acct_03932,tenant_010,healthcare,12,8853.2,219,57.5,0,364,2025-12-13,0,0.0,
acct_03933,tenant_011,retail,9,1472.65,166,45.1,1,104,2025-12-08,0,0.0,
acct_03934,tenant_012,healthcare,24,9137.31,173,75.7,0,287,2025-12-09,1,13595.77,2026-03-14
acct_03935,tenant_013,saas,5,5816.83,137,42.9,0,24,2025-12-25,1,8872.28,2026-02-11
acct_03936,tenant_014,healthcare,19,16020.48,291,89.7,0,245,2025-12-27,1,18772.64,2026-04-03
acct_03937,tenant_015,manufacturing,5,6666.33,1006,50.3,1,304,2025-12-16,0,0.0,
acct_03938,tenant_016,healthcare,10,37144.65,1882,48.1,2,68,2025-12-19,0,0.0,
acct_03939,tenant_017,retail,9,18369.55,636,65.8,1,363,2025-12-20,0,0.0,
acct_03940,tenant_018,healthcare,22,4814.81,279,50.1,1,221,2025-12-13,0,0.0,
acct_03941,tenant_019,manufacturing,9,5674.97,551,47.6,0,28,2026-01-02,1,4312.11,2026-03-26
acct_03942,tenant_020,healthcare,2,4681.4,135,30.0,2,310,2025-12-15,0,0.0,
acct_03943,tenant_021,retail,5,8759.56,425,49.7,1,271,2025-12-16,0,0.0,
acct_03944,tenant_022,healthcare,3,9653.85,1005,4.8,5,45,2025-12-29,0,0.0,
acct_03945,tenant_023,healthcare,14,10435.38,459,62.1,0,123,2025-12-10,1,9103.98,2026-04-01
acct_03946,tenant_024,manufacturing,10,11822.78,256,70.2,0,195,2025-12-25,1,10772.82,2026-01-24
acct_03947,tenant_025,manufacturing,12,12227.8,110,64.3,2,152,2026-01-03,0,0.0,
acct_03948,tenant_026,saas,7,11967.93,542,22.3,2,214,2025-12-30,0,0.0,
acct_03949,tenant_027,saas,7,687.82,110,23.9,1,354,2025-12-19,0,0.0,
acct_03950,tenant_028,manufacturing,9,12051.15,194,57.0,0,31,2025-12-15,1,15386.41,2026-03-22
acct_03951,tenant_029,saas,6,7803.67,483,48.8,5,305,2025-12-28,0,0.0,
acct_03952,tenant_030,finance,4,16415.63,1201,48.0,3,174,2025-12-25,0,0.0,
acct_03953,tenant_031,saas,16,23928.86,588,87.7,0,279,2026-01-01,1,27541.71,2026-03-24
acct_03954,tenant_032,healthcare,28,1955.55,169,87.3,0,139,2025-12-12,0,0.0,
acct_03955,tenant_033,manufacturing,4,3806.89,273,35.5,0,350,2026-01-01,0,0.0,
acct_03956,tenant_034,healthcare,12,14560.05,625,70.3,3,269,2025-12-27,0,0.0,
acct_03957,tenant_035,healthcare,10,6044.24,361,57.6,1,122,2025-12-15,1,4188.57,2026-03-04
acct_03958,tenant_036,healthcare,10,4572.58,240,55.0,0,3,2025-12-28,1,10767.15,2026-03-17
acct_03959,tenant_000,retail,8,1923.26,119,74.8,0,78,2025-12-16,0,0.0,
acct_03960,tenant_001,saas,20,26472.88,218,97.0,0,185,2025-12-19,1,20420.97,2026-01-13
acct_03961,tenant_002,manufacturing,6,18245.59,522,51.5,3,224,2025-12-17,0,0.0,
acct_03962,tenant_003,healthcare,9,10020.5,396,43.6,1,86,2025-12-26,0,0.0,
acct_03963,tenant_004,retail,7,4635.16,775,51.5,0,111,2025-12-07,1,3483.92,2026-01-16
acct_03964,tenant_005,healthcare,17,66007.38,1056,97.2,0,230,2025-12-19,1,100809.62,2026-02-04
acct_03965,tenant_006,finance,11,15302.41,177,69.8,0,67,2025-12-21,1,18325.14,2026-03-11
acct_03966,tenant_007,saas,4,3709.85,131,35.7,2,258,2025-12-22,0,0.0,
acct_03967,tenant_008,finance,10,23620.17,387,49.8,1,301,2025-12-27,0,0.0,
acct_03968,tenant_009,manufacturing,13,6127.43,166,41.1,1,79,2025-12-27,0,0.0,
acct_03969,tenant_010,healthcare,3,1790.12,431,0.0,5,256,2025-12-11,0,0.0,
acct_03970,tenant_011,manufacturing,21,27864.29,697,96.4,0,294,2025-12-30,1,30232.95,2026-01-11
acct_03971,tenant_012,healthcare,4,7481.62,263,51.3,0,262,2026-01-05,0,0.0,
acct_03972,tenant_013,saas,14,6400.21,358,55.4,3,229,2025-12-30,0,0.0,
acct_03973,tenant_014,manufacturing,5,2252.67,666,42.3,2,179,2025-12-27,0,0.0,
acct_03974,tenant_015,healthcare,5,2604.16,473,21.3,2,347,2025-12-15,0,0.0,
acct_03975,tenant_016,finance,52,118027.91,287,100.0,1,300,2025-12-14,1,113909.33,2026-01-21
acct_03976,tenant_017,finance,12,24284.46,266,59.4,2,312,2025-12-27,0,0.0,
acct_03977,tenant_018,finance,17,12150.99,379,90.4,0,43,2025-12-13,1,15725.71,2026-03-11
acct_03978,tenant_019,manufacturing,13,7939.38,210,65.5,1,92,2025-12-26,1,6343.44,2026-03-23
acct_03979,tenant_020,retail,13,3477.36,68,64.7,0,72,2025-12-20,0,0.0,
acct_03980,tenant_021,manufacturing,7,3023.92,231,28.4,2,186,2025-12-28,0,0.0,
acct_03981,tenant_022,saas,8,11851.97,329,41.8,1,108,2025-12-23,1,18432.59,2026-03-02
acct_03982,tenant_023,saas,9,3058.05,60,42.4,3,298,2025-12-25,1,8322.06,2026-01-29
acct_03983,tenant_024,retail,4,1088.33,115,25.2,1,140,2026-01-02,0,0.0,
acct_03984,tenant_025,healthcare,9,8464.01,201,44.9,0,4,2026-01-02,0,0.0,
acct_03985,tenant_026,retail,13,2925.97,116,45.2,0,152,2025-12-26,0,0.0,
acct_03986,tenant_027,healthcare,17,13744.14,635,60.4,0,138,2025-12-30,1,9278.66,2026-03-24
acct_03987,tenant_028,manufacturing,5,4527.65,947,14.2,6,149,2025-12-10,0,0.0,
acct_03988,tenant_029,saas,3,3618.38,430,28.8,3,207,2025-12-28,0,0.0,
